date,position,city,state,endorser,endorsee,endorser_party,source,order,category,body,district,points
NA,DNC member,NA,FL,Judy C. Mount,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Maureen A. McKenna,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Shawn W. Kinsey,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Alma R. Gonzalez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Ken N. Evans,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Alan R. Clendenin,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Briana L. Cartwright,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Grace Carrington,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Cynthia M. Busch,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Dwight Bullard,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,FL,Nikki Ford Barnes,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DE,Erik Raser-Schramm,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DE,Elizabeth D. Maron,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DE,Valerie Longhurst,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DE,Kerri Evelyn Harris,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DE,Sean Finnigan,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Charles E. Wilson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Rick C. Wade,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Lee A. Saunders,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Steve Regenstreif,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Carrie Pugh,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Carol J. Pensky,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Minyon Moore,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Silvia J. Martinez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Claire Lucas,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Harold Ickes,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Keith Michael Harper,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Linda L. Gray,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Lily L. Eskelsen Garcia,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Earl D. Fowlkes Jr.,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Jack Evans,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Joanne Dowdell,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Leah Daughtry,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,J. David Cox,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Alexandra Chalupa,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Maria Cardona,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Calla R. Brown,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Roxanne D. Brown,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,Anita D. Bonds,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DC,James Joseph Boland,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Orlando E. Vidal,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Kenneth E. Sherman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Alex Montgomery,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Martha McDevitt-Pugh,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Adrianne R. George,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,John A. Eastwood,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Julia Bryan,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,DA,Connie Borde,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CT,Nancy Wyman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CT,Erick Russell,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CT,John W. Olsen,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CT,Nancy DiNardo,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CO,Terry L. Tucker,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CO,Jeri D. Shepherd,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CO,Michael F. Hamrick,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CO,Howard Chou,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CO,Morgan Carroll,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Laurence S. Zakson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Rosalind Wyman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Amy Elaine Wakeland,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Keith Umemoto,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Garry S. Shay,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Alexandra Gallardo Rooker,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Rion J. Ramirez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Melahat Rafiei,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,John A. Perez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Christine Pelosi,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Kerman Maddox,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Sandra M. Lowe,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Otto O. Lee,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Andrew Lachman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Michael Kapp,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Lorna M. Johnson,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Aleita J. Huguenin,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Alice A. Huffman,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Maria Echaveste,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Mary Ellen Early,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Jesse L. Durfee,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Becca Doten,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,CA,Steven K. Alari,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AZ,Sierra Yamanaka,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AZ,Felecia Rotellini,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AZ,Ellie Perez,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AZ,Luis Alberto Heredia,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AZ,William Patrick Burns,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AZ,Douglas Ballard,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AS,Minnie Tuia,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AS,Aliitama Soto'a,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AS,Petti Matila,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AS,Fagafaga D. Langkilde,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AR,Kasey Summerville,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AR,Lottie Shackelford,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AR,Dustin McDaniel,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AR,Nicole Hart,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AR,Michael John Gray,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Nancy L. Worley,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Calvin Wilborn,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Charlie Lethate Staten,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Janet May,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Unzell Kelley,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Randy B. Kelley,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AL,Clinton M. Daughtrey,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AK,Edward Wesley,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AK,Casey Steinau,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AK,Sheila A. Selkregg,NA,D,NA,NA,DNC members,NA,NA,1
NA,DNC member,NA,AK,Chuck Degnan,NA,D,NA,NA,DNC members,NA,NA,1
NA,public auditor,NA,GU,Benjamin Cruz,NA,D,NA,243,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,VI,Tregenza Roach,NA,D,NA,242,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,AS,Lemanu Palepoi S. Mauga,NA,D,NA,241,Statewide officeholders,NA,NA,2
NA,attorney general,NA,MP,Edward Manibusan,NA,NA,NA,239,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,GU,Joshua Tenorio,NA,D,NA,238,Statewide officeholders,NA,NA,2
NA,attorney general,NA,GU,Leevin T. Camacho,NA,NA,NA,237,Statewide officeholders,NA,NA,2
NA,superintendent of public instruction,NA,WI,Carolyn Stanford Taylor,NA,D,NA,231,Statewide officeholders,NA,NA,2
NA,attorney general,NA,WI,Josh Kaul,NA,D,NA,230,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,WI,Sarah Godlewski,NA,D,NA,229,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,WI,Doug La Follette,NA,D,NA,228,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,WI,Mandela Barnes,NA,D,NA,227,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,WV,John Perdue,NA,D,NA,224,Statewide officeholders,NA,NA,2
NA,superintendent of public instruction,NA,WA,Chris Reykdal,NA,D,NA,221,Statewide officeholders,NA,NA,2
NA,commissioner of public lands,NA,WA,Hilary Franz,NA,D,NA,220,Statewide officeholders,NA,NA,2
NA,insurance commissioner,NA,WA,Mike Kreidler,NA,D,NA,219,Statewide officeholders,NA,NA,2
NA,state auditor,NA,WA,Pat McCarthy,NA,D,NA,218,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,WA,Cyrus Habib,NA,D,NA,214,Statewide officeholders,NA,NA,2
NA,attorney general,NA,VA,Mark Herring,NA,D,NA,213,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,VA,Justin Fairfax,NA,D,NA,212,Statewide officeholders,NA,NA,2
NA,state auditor,NA,VT,Doug Hoffer,NA,D,NA,211,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,VT,Beth Pearce,NA,D,NA,210,Statewide officeholders,NA,NA,2
NA,attorney general,NA,VT,T.J. Donovan,NA,D,NA,209,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,VT,Jim Condos,NA,D,NA,208,Statewide officeholders,NA,NA,2
NA,general treasurer,NA,RI,Seth Magaziner,NA,D,NA,184,Statewide officeholders,NA,NA,2
NA,attorney general,NA,RI,Peter Neronha,NA,D,NA,183,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,RI,Nellie Gorbea,NA,D,NA,182,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,RI,Dan McKee,NA,D,NA,181,Statewide officeholders,NA,NA,2
NA,auditor general,NA,PA,Eugene DePasquale,NA,D,NA,180,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,PA,Joe Torsella,NA,D,NA,179,Statewide officeholders,NA,NA,2
NA,attorney general,NA,PA,Josh Shapiro,NA,D,NA,178,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,PA,John Fetterman,NA,D,NA,177,Statewide officeholders,NA,NA,2
NA,commissioner of labor and industries,NA,OR,Val Hoyle,NA,D,NA,176,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,OR,Tobias Read,NA,D,NA,175,Statewide officeholders,NA,NA,2
NA,attorney general,NA,OR,Ellen Rosenblum,NA,D,NA,174,Statewide officeholders,NA,NA,2
NA,state auditor,NA,NC,Beth Wood,NA,D,NA,148,Statewide officeholders,NA,NA,2
NA,attorney general,NA,NC,Josh Stein,NA,D,NA,146,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,NC,Elaine Marshall,NA,D,NA,145,Statewide officeholders,NA,NA,2
NA,state comptroller,NA,NY,Thomas DiNapoli,NA,D,NA,143,Statewide officeholders,NA,NA,2
NA,attorney general,NA,NY,Letitia James,NA,D,NA,142,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,NY,Kathy Hochul,NA,D,NA,141,Statewide officeholders,NA,NA,2
NA,commissioner of public lands,NA,NM,Stephanie Garcia Richard,NA,D,NA,140,Statewide officeholders,NA,NA,2
NA,state auditor,NA,NM,Brian Colón,NA,D,NA,139,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,NM,Tim Eichenberg,NA,D,NA,138,Statewide officeholders,NA,NA,2
NA,attorney general,NA,NM,Hector Balderas,NA,D,NA,137,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,NM,Maggie Toulouse Oliver,NA,D,NA,136,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,NM,Howie Morales,NA,D,NA,135,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,NV,Zach Conine,NA,D,NA,132,Statewide officeholders,NA,NA,2
NA,attorney general,NA,NV,Aaron Ford,NA,D,NA,131,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,NV,Kate Marshall,NA,D,NA,129,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,MT,Mike Cooney,NA,D,NA,119,Statewide officeholders,NA,NA,2
NA,state auditor,NA,MO,Nicole Galloway,NA,D,NA,118,Statewide officeholders,NA,NA,2
NA,attorney general,NA,MS,Jim Hood,NA,D,NA,109,Statewide officeholders,NA,NA,2
NA,attorney general,NA,MN,Keith Ellison,NA,D,NA,105,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,MN,Steve Simon,NA,D,NA,104,Statewide officeholders,NA,NA,2
NA,attorney general,NA,MI,Dana Nessel,NA,D,NA,102,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,MI,Jocelyn Benson,NA,D,NA,101,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,MI,Garlin Gilchrist,NA,D,NA,100,Statewide officeholders,NA,NA,2
NA,state auditor,NA,MA,Suzanne Bump,NA,D,NA,99,Statewide officeholders,NA,NA,2
NA,state treasurer and receiver-general,NA,MA,Deborah Goldberg,NA,D,NA,98,Statewide officeholders,NA,NA,2
NA,attorney general,NA,MA,Maura Healey,NA,D,NA,97,Statewide officeholders,NA,NA,2
NA,secretary of the commonwealth,NA,MA,Bill Galvin,NA,D,NA,96,Statewide officeholders,NA,NA,2
NA,state comptroller,NA,MD,Peter Franchot,NA,D,NA,94,Statewide officeholders,NA,NA,2
NA,attorney general,NA,MD,Brian Frosh,NA,D,NA,93,Statewide officeholders,NA,NA,2
NA,attorney general,NA,KY,Andy Beshear,NA,D,NA,82,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,KY,Alison Lundergan-Grimes,NA,D,NA,81,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,KS,Lynn Rogers,NA,D,NA,75,Statewide officeholders,NA,NA,2
NA,state auditor,NA,IA,Rob Sand,NA,D,NA,73,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,IA,Michael Fitzgerald,NA,D,NA,72,Statewide officeholders,NA,NA,2
NA,state comptroller,NA,IL,Susana Mendoza,NA,D,NA,62,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,IL,Mike Frerichs,NA,D,NA,61,Statewide officeholders,NA,NA,2
NA,attorney general,NA,IL,Kwame Raoul,NA,D,NA,60,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,IL,Jesse White,NA,D,NA,59,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,IL,Juliana Stratton,NA,D,NA,58,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,HI,Josh Green,NA,D,NA,51,Statewide officeholders,NA,NA,2
NA,commissioner of agriculture and consumer services,NA,FL,Nikki Fried,NA,D,NA,43,Statewide officeholders,NA,NA,2
NA,commissioner of insurance,NA,DE,Trinidad Navarro,NA,D,NA,39,Statewide officeholders,NA,NA,2
NA,auditor of accounts,NA,DE,Kathleen McGuiness,NA,D,NA,38,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,DE,Colleen Davis,NA,D,NA,37,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,DE,Bethany Hall-Long,NA,D,NA,35,Statewide officeholders,NA,NA,2
NA,state comptroller,NA,CT,Kevin Lembo,NA,D,NA,34,Statewide officeholders,NA,NA,2
NA,attorney general,NA,CT,William Tong,NA,D,NA,33,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,CT,Shawn Wooden,NA,D,NA,32,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,CT,Denise Merrill,NA,D,NA,31,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,CT,Susan Bysiewicz,NA,D,NA,30,Statewide officeholders,NA,NA,2
NA,state treasurer,NA,CO,Dave Young,NA,D,NA,29,Statewide officeholders,NA,NA,2
NA,attorney general,NA,CO,Phil Weiser,NA,D,NA,28,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,CO,Jena Griswold,NA,D,NA,27,Statewide officeholders,NA,NA,2
NA,lieutenant governor,NA,CO,Dianne Primavera,NA,D,NA,26,Statewide officeholders,NA,NA,2
NA,state controller,NA,CA,Betty Yee,NA,D,NA,23,Statewide officeholders,NA,NA,2
NA,attorney general,NA,CA,Xavier Becerra,NA,D,NA,21,Statewide officeholders,NA,NA,2
NA,superintendent of public instruction,NA,AZ,Kathy Hoffman,NA,D,NA,11,Statewide officeholders,NA,NA,2
NA,secretary of state,NA,AZ,Katie Hobbs,NA,D,NA,8,Statewide officeholders,NA,NA,2
NA,minority leader,NA,WY,Chris Rothfuss,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,WY,Cathy Connolly,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,WV,Roman Prezioso,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,WV,Tim Miley,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,WI,Jennifer Shilling,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,WI,Gordon Hintz,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president pro tem,NA,WA,Karen Keiser,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,WA,Frank Chopp,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,speaker,NA,VT,Mitzi Johnson,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president pro tem,NA,VT,Tim Ashe,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,president,NA,VI,Kenneth L. Gittens,NA,D,NA,NA,State legislative leaders,Legislature,NA,2
NA,minority leader,NA,VA,Richard Saslaw,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,VA,Eileen Filler-Corn,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,UT,Karen Mayne,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,UT,Brian King,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president pro tem,NA,TX,Kirk Watson,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,TN,Jeff Yarbro,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,TN,Karen Camper,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,SD,Jamie Smith,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,SD,Troy Heinert,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,SC,Nikki Setzler,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,SC,J. Todd Rutherford,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,RI,Dominick Ruggerio,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,RI,Nicholas Mattiello,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,PR,Thomas Rivera Schatz,NA,NPP,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,PR,Carlos Johnny Méndez,NA,NPP,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,PA,Frank Dermody,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,PA,Jay Costa,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,OR,Tina Kotek,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,OR,Peter Courtney,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,OK,Emily Virgin,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,OK,Kay Floyd,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,OH,Kenny Yuko,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,OH,Emilia Sykes,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,NY,Andrea Stewart-Cousins,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,NY,Carl Heastie,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,speaker,NA,NV,Jason Frierson,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president pro tem,NA,NV,Mo Denis,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,president pro tem,NA,NM,Mary Kay Papen,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,NM,Brian Egolf,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,NH,Donna Soucy,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,NH,Steve Shurtleff,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,Executive Board chairman,NA,NE,Tony Vargas,NA,D,NA,NA,State legislative leaders,Legislature,NA,2
NA,Executive Board member,NA,NE,Kate Bolz,NA,D,NA,NA,State legislative leaders,Legislature,NA,2
NA,minority leader,NA,ND,Joan Heckaman,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,ND,Josh Boschee,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,NC,Darren Jackson,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,NC,Dan Blue,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,MT,Jon Sesso,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,MT,Casey Schreiner,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,Democratic caucus chairman,NA,MS,Derrick T. Simmons,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,MS,David Baria,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,MO,Gina Walsh,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,MO,Crystal Quade,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,MN,Tom Bakk,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,MI,Christine Greig,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,MI,Jim Ananich,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,president,NA,ME,Troy Jackson,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,ME,Sara Gideon,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,MD,Mike Miller,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,MD,Adrienne Jones,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,speaker,NA,MA,Robert DeLeo,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,speaker pro tem,NA,LA,Walt Leger III,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,Democratic caucus chairman,NA,LA,Troy Carter Sr.,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority floor leader,NA,KY,Morgan McGarvey,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority floor leader,NA,KY,Rocky Adkins,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,KS,Tom Sawyer,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,KS,Anthony Hensley,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,IN,Tim Lanane,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,IN,Phil Giaquinta,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,speaker,NA,IL,Michael Madigan,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,IL,John Cullerton,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,ID,Michelle Stennett,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,ID,Mathew Erpelding,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,IA,Todd Prichard,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,IA,Janet Petersen,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,HI,Scott Saiki,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,president,NA,HI,Ron Kouchi,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,speaker,NA,GU,Tina Muña Barnes,NA,D,NA,NA,State legislative leaders,Legislature,NA,2
NA,minority leader,NA,GA,Robert Trammell,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,GA,Steve Henson,NA,D,NA,NA,State legislative leaders,Senate,NA,2
NA,minority leader,NA,FL,Kionne McGhee,NA,D,NA,NA,State legislative leaders,House,NA,2
NA,minority leader,NA,FL,Audrey Gibson,NA,D,NA,NA,State legislative leaders,Senate,NA,2
